review_length,word_count,sentiment,rating,duplicate_flag,generic_flag,user_review_count,daily_review_count,label
16,1,0.0,0,0,0,18,4,1
7,1,0.0,0,0,0,9,4,0
7,1,0.0,0,0,0,11,1,1
7,1,0.0,0,0,0,7,5,0
7,1,0.0,0,0,0,1,3,1
18,1,0.0,0,0,0,6,5,1
7,1,0.0,0,0,0,9,1,1
7,1,0.0,0,0,0,4,4,1
28,1,0.0,0,0,0,4,1,0
7,1,0.0,0,0,0,4,2,1
13,1,0.0,0,0,0,8,4,0
13,1,0.0,0,0,0,12,4,0
14,1,0.0,0,0,0,1,4,1
7,1,0.0,0,0,0,20,4,0
13,1,0.0,0,0,0,5,3,0
15,1,0.0,0,0,0,3,4,0
28,1,0.0,0,0,0,1,5,1
7,1,0.0,0,0,0,6,3,0
7,1,0.0,0,0,0,8,5,0
15,1,0.0,0,0,0,9,5,0
15,1,0.0,0,0,0,8,3,1
7,1,0.0,0,0,0,18,2,1
13,1,0.0,0,0,0,9,1,1
13,1,0.0,0,0,0,11,1,0
13,1,0.0,0,0,0,16,2,1
13,1,0.0,0,0,0,4,4,0
16,1,0.0,0,0,0,3,2,1
14,1,0.0,0,0,0,9,2,1
7,1,0.0,0,0,0,14,5,1
7,1,0.0,0,0,0,19,4,1
7,1,0.0,0,0,0,18,4,0
18,1,0.0,0,0,0,9,5,1
13,1,0.0,0,0,0,3,1,0
7,1,0.0,0,0,0,16,4,1
13,1,0.0,0,0,0,2,3,1
7,1,0.0,0,0,0,8,4,1
13,1,0.0,0,0,0,10,4,0
15,1,0.0,0,0,0,10,2,0
14,1,0.0,0,0,0,11,5,0
13,1,0.0,0,0,0,18,2,1
28,1,0.0,0,0,0,8,2,0
16,1,0.0,0,0,0,2,1,0
21,1,0.0,0,0,0,15,1,0
7,1,0.0,0,0,0,17,2,1
13,1,0.0,0,0,0,6,5,0
28,1,0.0,0,0,0,19,3,0
7,1,0.0,0,0,0,19,4,1
13,1,0.0,0,0,0,18,4,1
13,1,0.0,0,0,0,4,1,0
13,1,0.0,0,0,0,4,3,0
13,1,0.0,0,0,0,8,5,1
18,1,0.0,0,0,0,18,2,1
16,1,0.0,0,0,0,20,2,1
13,1,0.0,0,0,0,2,3,0
14,1,0.0,0,0,0,10,4,1
14,1,0.0,0,0,0,13,1,1
28,1,0.0,0,0,0,13,2,0
13,1,0.0,0,0,0,1,2,1
16,1,0.0,0,0,0,5,1,0
7,1,0.0,0,0,0,6,3,0
16,1,0.0,0,0,0,16,5,1
13,1,0.0,0,0,0,19,4,0
28,1,0.0,0,0,0,11,4,1
4,1,0.6,5,1,1,14,4,1
7,1,0.0,0,0,0,14,1,0
15,1,0.0,0,0,0,3,3,0
21,1,0.0,0,0,0,17,2,1
15,1,0.0,0,0,0,2,1,1
7,1,0.0,0,0,0,9,4,1
18,1,0.0,0,0,0,13,2,1
15,1,0.0,0,0,0,6,5,1
16,1,0.0,0,0,0,11,1,0
13,1,0.0,0,0,0,20,5,1
21,1,0.0,0,0,0,12,2,1
13,1,0.0,0,0,0,12,3,1
7,1,0.0,0,0,0,5,5,0
16,1,0.0,0,0,0,5,1,0
13,1,0.0,0,0,0,15,3,1
13,1,0.0,0,0,0,18,1,1
15,2,1.0,5,1,0,22,8,1
14,1,0.0,0,0,0,9,3,1
7,1,0.0,0,0,0,7,5,0
28,1,0.0,0,0,0,10,4,1
18,1,0.0,0,0,0,16,4,1
28,1,0.0,0,0,0,13,4,1
28,1,0.0,0,0,0,9,5,1
13,1,0.0,0,0,0,17,5,0
14,1,0.0,0,0,0,18,5,1
16,1,0.0,0,0,0,19,1,1
16,1,0.0,0,0,0,18,4,1
13,1,0.0,0,0,0,3,4,0
21,1,0.0,0,0,0,9,3,1
21,1,0.0,0,0,0,14,3,0
13,1,0.0,0,0,0,16,2,1
13,1,0.0,0,0,0,8,2,1
15,1,0.0,0,0,0,5,2,1
15,1,0.0,0,0,0,1,4,0
18,1,0.0,0,0,0,2,4,1
18,1,0.0,0,0,0,5,4,1
28,1,0.0,0,0,0,15,1,0
21,2,1.0,5,1,0,22,8,1
13,1,0.0,0,0,0,17,5,0
13,1,0.0,0,0,0,7,2,1
13,1,0.0,0,0,0,17,3,1
13,1,0.0,0,0,0,7,5,0
13,1,0.0,0,0,0,9,2,0
15,1,0.0,0,0,0,3,5,0
14,1,0.0,0,0,0,4,1,1
21,1,0.0,0,0,0,5,5,1
13,1,0.0,0,0,0,2,5,0
15,1,0.0,0,0,0,19,5,1
7,1,0.0,0,0,0,19,2,0
18,1,0.0,0,0,0,12,4,1
16,1,0.0,0,0,0,6,4,0
7,1,0.0,0,0,0,9,1,1
18,1,0.0,0,0,0,16,4,1
15,1,0.0,0,0,0,1,2,1
15,1,0.0,0,0,0,13,1,0
13,1,0.0,0,0,0,14,3,0
15,1,0.0,0,0,0,10,3,1
28,1,0.0,0,0,0,14,2,0
28,1,0.0,0,0,0,13,2,1
13,1,0.0,0,0,0,10,4,0
18,1,0.0,0,0,0,8,2,1
15,1,0.0,0,0,0,12,2,0
13,1,0.0,0,0,0,16,3,0
18,1,0.0,0,0,0,3,4,1
41,6,0.8,5,1,0,22,8,1
21,1,0.0,0,0,0,2,1,1
13,1,0.0,0,0,0,8,1,0
18,1,0.0,0,0,0,9,5,1
28,1,0.0,0,0,0,8,5,0
15,1,0.0,0,0,0,3,1,1
13,1,0.0,0,0,0,11,2,0
14,1,0.0,0,0,0,16,2,1
21,1,0.0,0,0,0,13,2,0
18,1,0.0,0,0,0,7,1,0
28,1,0.0,0,0,0,5,4,0
28,1,0.0,0,0,0,6,5,1
28,1,0.0,0,0,0,15,3,1
28,1,0.0,0,0,0,3,4,0
28,1,0.0,0,0,0,10,2,1
28,1,0.0,0,0,0,13,2,1
15,1,0.0,0,0,0,15,3,0
7,1,0.0,0,0,0,4,2,0
28,1,0.0,0,0,0,20,4,1
15,1,0.0,0,0,0,3,1,1
28,1,0.0,0,0,0,7,5,0
15,1,0.0,0,0,0,18,4,0
14,1,0.0,0,0,0,17,3,1
28,1,0.0,0,0,0,10,3,0
16,1,0.0,0,0,0,2,3,1
14,1,0.0,0,0,0,1,3,0
16,1,0.0,0,0,0,6,1,0
16,1,0.0,0,0,0,6,5,1
13,1,0.0,0,0,0,14,3,1
28,1,0.0,0,0,0,13,5,1
16,1,0.0,0,0,0,5,2,0
28,1,0.0,0,0,0,15,1,0
15,1,0.0,0,0,0,13,5,1
7,1,0.0,0,0,0,16,1,0
13,1,0.0,0,0,0,18,5,0
28,1,0.0,0,0,0,2,4,1
13,1,0.0,0,0,0,12,5,0
13,1,0.0,0,0,0,12,1,0
13,1,0.0,0,0,0,6,2,1
13,1,0.0,0,0,0,1,5,0
15,1,0.0,0,0,0,3,2,1
15,1,0.0,0,0,0,16,2,0
28,1,0.0,0,0,0,1,3,1
7,1,0.0,0,0,0,19,3,0
14,1,0.0,0,0,0,3,1,1
28,1,0.0,0,0,0,15,2,0
7,1,0.0,0,0,0,6,4,1
13,1,0.0,0,0,0,12,1,1
14,1,0.0,0,0,0,8,2,0
21,1,0.0,0,0,0,20,4,1
28,1,0.0,0,0,0,12,5,0
14,1,0.0,0,0,0,15,1,1
7,1,0.0,0,0,0,20,3,1
7,1,0.0,0,0,0,7,4,0
13,1,0.0,0,0,0,10,1,0
14,1,0.0,0,0,0,14,1,0
13,1,0.0,0,0,0,5,4,1
15,1,0.0,0,0,0,13,3,0
28,1,0.0,0,0,0,16,3,1
28,1,0.0,0,0,0,2,4,1
15,1,0.0,0,0,0,7,3,1
14,1,0.0,0,0,0,4,2,1
7,1,0.0,0,0,0,13,3,1
28,1,0.0,0,0,0,10,1,0
28,1,0.0,0,0,0,11,1,0
18,1,0.0,0,0,0,18,3,0
18,1,0.0,0,0,0,12,5,0
13,1,0.0,0,0,0,19,2,0
13,1,0.0,0,0,0,10,2,1
13,1,0.0,0,0,0,6,3,0
15,1,0.0,0,0,0,6,3,1
28,1,0.0,0,0,0,12,3,1
7,1,0.0,0,0,0,17,3,0
7,1,0.0,0,0,0,16,2,1
28,1,0.0,0,0,0,3,5,0
15,1,0.0,0,0,0,16,2,1
28,1,0.0,0,0,0,6,4,0
21,1,0.0,0,0,0,16,5,0
7,1,0.0,0,0,0,5,3,0
21,1,0.0,0,0,0,7,3,0
13,1,0.0,0,0,0,14,5,1
21,1,0.0,0,0,0,16,4,0
13,1,0.0,0,0,0,15,3,0
15,1,0.0,0,0,0,16,2,1
7,1,0.0,0,0,0,11,5,1
15,1,0.0,0,0,0,19,5,1
13,1,0.0,0,0,0,10,1,1
14,1,0.0,0,0,0,10,2,0
28,1,0.0,0,0,0,5,2,0
21,1,0.0,0,0,0,7,5,1
16,1,0.0,0,0,0,18,5,1
18,1,0.0,0,0,0,2,2,0
18,1,0.0,0,0,0,7,1,0
13,1,0.0,0,0,0,3,2,0
14,1,0.0,0,0,0,17,4,0
13,1,0.0,0,0,0,18,4,0
13,1,0.0,0,0,0,15,1,0
15,1,0.0,0,0,0,16,4,0
14,1,0.0,0,0,0,11,1,1
15,1,0.0,0,0,0,9,5,0
15,1,0.0,0,0,0,1,2,1
16,1,0.0,0,0,0,17,2,1
13,1,0.0,0,0,0,15,5,0
28,1,0.0,0,0,0,16,5,0
21,1,0.0,0,0,0,17,4,1
13,1,0.0,0,0,0,16,1,0
13,1,0.0,0,0,0,7,2,1
15,1,0.0,0,0,0,15,2,1
7,1,0.0,0,0,0,17,4,1
18,1,0.0,0,0,0,6,2,1
18,1,0.0,0,0,0,19,1,0
18,1,0.0,0,0,0,6,4,0
14,1,0.0,0,0,0,3,1,0
15,1,0.0,0,0,0,9,1,1
13,1,0.0,0,0,0,6,5,1
7,1,0.0,0,0,0,14,5,0
25,3,1.0,5,1,0,22,8,1
13,1,0.0,0,0,0,2,1,0
7,1,0.0,0,0,0,4,1,1
15,1,0.0,0,0,0,12,4,1
28,1,0.0,0,0,0,15,4,0
18,1,0.0,0,0,0,12,4,1
13,1,0.0,0,0,0,14,2,0
13,1,0.0,0,0,0,1,3,0
7,1,0.0,0,0,0,18,1,0
28,1,0.0,0,0,0,2,4,1
28,1,0.0,0,0,0,1,3,1
13,1,0.0,0,0,0,5,2,0
7,1,0.0,0,0,0,7,1,1
13,1,0.0,0,0,0,9,2,0
7,1,0.0,0,0,0,19,1,0
13,1,0.0,0,0,0,18,5,0
28,1,0.0,0,0,0,7,1,0
13,1,0.0,0,0,0,17,2,1
28,1,0.0,0,0,0,20,5,1
13,1,0.0,0,0,0,4,1,0
7,1,0.0,0,0,0,7,4,1
28,1,0.0,0,0,0,15,1,1
28,1,0.0,0,0,0,1,4,1
16,1,0.0,0,0,0,20,3,1
21,1,0.0,0,0,0,6,1,1
16,1,0.0,0,0,0,20,4,1
7,1,0.0,0,0,0,11,3,0
18,1,0.0,0,0,0,12,1,1
15,1,0.0,0,0,0,18,5,1
18,1,0.0,0,0,0,3,4,1
18,1,0.0,0,0,0,12,1,0
18,1,0.0,0,0,0,7,5,1
28,1,0.0,0,0,0,8,5,0
13,1,0.0,0,0,0,5,5,0
18,1,0.0,0,0,0,20,1,1
21,1,0.0,0,0,0,10,1,1
13,1,0.0,0,0,0,10,2,0
7,1,0.0,0,0,0,10,5,0
28,1,0.0,0,0,0,1,5,1
7,1,0.0,0,0,0,17,2,0
16,1,0.0,0,0,0,5,2,1
7,1,0.0,0,0,0,7,1,1
21,1,0.0,0,0,0,8,1,0
13,1,0.0,0,0,0,2,4,0
13,1,0.0,0,0,0,7,5,1
11,2,0.7,5,1,0,21,3,1
21,1,0.0,0,0,0,5,5,0
7,1,0.0,0,0,0,8,5,0
28,1,0.0,0,0,0,12,2,1
14,1,0.0,0,0,0,18,1,1
21,1,0.0,0,0,0,10,1,0
13,1,0.0,0,0,0,1,4,0
4,1,0.7,5,1,1,14,4,1
28,1,0.0,0,0,0,15,2,0
13,1,0.0,0,0,0,9,5,0
7,1,0.0,0,0,0,9,2,1
13,1,0.0,0,0,0,10,1,0
28,1,0.0,0,0,0,8,2,1
13,1,0.0,0,0,0,10,4,1
21,1,0.0,0,0,0,16,3,1
13,1,0.0,0,0,0,4,5,0
13,1,0.0,0,0,0,11,4,0
13,1,0.0,0,0,0,4,3,0
7,1,0.0,0,0,0,15,4,0
4,1,0.7,5,1,1,14,4,1
7,1,0.0,0,0,0,3,3,0
13,1,0.0,0,0,0,15,2,0
28,1,0.0,0,0,0,16,2,1
21,1,0.0,0,0,0,6,2,0
28,1,0.0,0,0,0,7,3,1
13,1,0.0,0,0,0,5,2,1
21,1,0.0,0,0,0,19,5,1
15,1,0.0,0,0,0,7,1,0
7,1,0.0,0,0,0,3,5,0
15,1,0.0,0,0,0,20,3,1
13,1,0.0,0,0,0,15,1,0
7,1,0.0,0,0,0,15,3,1
28,1,0.0,0,0,0,5,3,1
28,1,0.0,0,0,0,17,3,1
13,1,0.0,0,0,0,15,2,1
18,1,0.0,0,0,0,5,4,0
28,1,0.0,0,0,0,5,2,0
13,1,0.0,0,0,0,13,1,0
16,1,0.0,0,0,0,8,4,0
16,1,0.0,0,0,0,17,5,1
13,1,0.0,0,0,0,20,2,1
13,1,0.0,0,0,0,4,2,0
7,1,0.0,0,0,0,16,2,0
7,1,0.0,0,0,0,18,4,0
13,1,0.0,0,0,0,9,3,0
13,1,0.0,0,0,0,6,5,0
13,1,0.0,0,0,0,4,1,1
18,1,0.0,0,0,0,13,1,0
13,1,0.0,0,0,0,2,4,0
13,1,0.0,0,0,0,18,3,1
28,1,0.0,0,0,0,13,4,1
13,1,0.0,0,0,0,16,2,1
13,1,0.0,0,0,0,1,4,0
13,1,0.0,0,0,0,1,4,0
7,1,0.0,0,0,0,3,5,0
28,1,0.0,0,0,0,7,2,1
16,1,0.0,0,0,0,7,5,1
4,1,0.6,5,1,1,14,8,1
18,1,0.0,0,0,0,6,2,1
7,1,0.0,0,0,0,19,1,1
13,1,0.0,0,0,0,4,3,1
18,1,0.0,0,0,0,10,4,1
15,1,0.0,0,0,0,16,3,1
28,1,0.0,0,0,0,20,2,0
7,1,0.0,0,0,0,18,1,0
21,1,0.0,0,0,0,16,5,0
28,1,0.0,0,0,0,13,5,1
15,1,0.0,0,0,0,1,3,1
13,1,0.0,0,0,0,5,4,0
28,1,0.0,0,0,0,19,1,1
18,1,0.0,0,0,0,19,5,0
13,1,0.0,0,0,0,14,4,1
14,1,0.0,0,0,0,8,5,1
7,1,0.0,0,0,0,16,1,1
18,1,0.0,0,0,0,18,4,1
16,1,0.0,0,0,0,15,4,1
7,1,0.0,0,0,0,9,3,0
14,1,0.0,0,0,0,18,2,1
21,1,0.0,0,0,0,6,4,0
28,1,0.0,0,0,0,4,1,1
13,1,0.0,0,0,0,14,5,0
7,1,0.0,0,0,0,4,3,1
18,1,0.0,0,0,0,13,3,0
21,1,0.0,0,0,0,12,1,1
28,1,0.0,0,0,0,1,3,0
13,1,0.0,0,0,0,20,4,1
28,1,0.0,0,0,0,2,1,1
13,1,0.0,0,0,0,16,2,0
7,1,0.0,0,0,0,3,1,0
13,1,0.0,0,0,0,13,3,1
4,1,0.6,5,1,1,15,8,1
7,1,0.0,0,0,0,3,4,0
28,1,0.0,0,0,0,15,3,1
18,1,0.0,0,0,0,15,2,1
15,1,0.0,0,0,0,5,4,0
16,2,0.52,5,1,0,22,8,1
13,1,0.0,0,0,0,11,2,0
13,1,0.0,0,0,0,3,3,0
21,1,0.0,0,0,0,4,1,1
16,1,0.0,0,0,0,9,3,0
13,1,0.0,0,0,0,7,4,1
16,1,0.0,0,0,0,15,3,1
15,1,0.0,0,0,0,17,2,0
13,1,0.0,0,0,0,15,3,0
28,1,0.0,0,0,0,9,2,1
7,1,0.0,0,0,0,10,1,1
7,1,0.0,0,0,0,14,3,1
18,1,0.0,0,0,0,14,2,0
7,1,0.0,0,0,0,9,1,1
13,1,0.0,0,0,0,15,3,0
28,1,0.0,0,0,0,9,2,1
13,1,0.0,0,0,0,1,1,0
21,1,0.0,0,0,0,4,2,1
13,1,0.0,0,0,0,17,5,0
14,1,0.0,0,0,0,15,1,1
16,1,0.0,0,0,0,1,5,1
7,1,0.0,0,0,0,4,1,0
21,1,0.0,0,0,0,20,3,1
14,1,0.0,0,0,0,9,1,0
28,1,0.0,0,0,0,3,5,1
21,1,0.0,0,0,0,19,4,1
14,1,0.0,0,0,0,17,3,1
13,1,0.0,0,0,0,8,2,0
13,1,0.0,0,0,0,15,1,0
18,1,0.0,0,0,0,6,5,1
21,1,0.0,0,0,0,19,3,0
7,1,0.0,0,0,0,12,4,1
21,1,0.0,0,0,0,19,1,1
13,1,0.0,0,0,0,2,2,0
16,1,0.0,0,0,0,14,2,0
15,1,0.0,0,0,0,9,5,0
16,1,0.0,0,0,0,14,4,1
18,1,0.0,0,0,0,20,5,1
28,1,0.0,0,0,0,12,1,0
7,1,0.0,0,0,0,6,3,0
15,1,0.0,0,0,0,15,3,0
14,1,0.0,0,0,0,8,4,1
13,1,0.0,0,0,0,17,5,0
15,1,0.0,0,0,0,3,4,0
13,1,0.0,0,0,0,3,5,0
18,1,0.0,0,0,0,7,5,0
13,1,0.0,0,0,0,11,3,0
13,1,0.0,0,0,0,14,2,0
13,1,0.0,0,0,0,5,1,0
28,1,0.0,0,0,0,19,2,1
28,1,0.0,0,0,0,13,4,1
7,1,0.0,0,0,0,3,1,1
28,1,0.0,0,0,0,19,4,0
7,1,0.0,0,0,0,19,4,1
28,1,0.0,0,0,0,15,2,1
7,1,0.0,0,0,0,9,4,0
18,1,0.0,0,0,0,11,1,1
18,1,0.0,0,0,0,12,4,0
13,1,0.0,0,0,0,12,4,0
14,1,0.0,0,0,0,7,1,0
15,1,0.0,0,0,0,12,2,1
13,1,0.0,0,0,0,12,1,0
18,1,0.0,0,0,0,16,4,0
14,1,0.0,0,0,0,3,1,0
21,1,0.0,0,0,0,10,1,0
28,1,0.0,0,0,0,19,2,1
18,1,0.0,0,0,0,2,3,1
18,1,0.0,0,0,0,11,5,0
13,1,0.0,0,0,0,17,4,0
18,1,0.0,0,0,0,20,4,1
7,1,0.0,0,0,0,19,4,0
15,1,0.0,0,0,0,20,4,0
13,1,0.0,0,0,0,1,4,0
13,1,0.0,0,0,0,3,2,0
7,1,0.0,0,0,0,9,1,1
18,1,0.0,0,0,0,11,5,1
13,1,0.0,0,0,0,4,5,0
13,1,0.0,0,0,0,17,3,0
13,1,0.0,0,0,0,3,5,0
13,1,0.0,0,0,0,12,3,0
15,1,0.0,0,0,0,9,1,1
13,1,0.0,0,0,0,20,2,1
7,1,0.0,0,0,0,8,2,0
15,1,0.0,0,0,0,13,1,0
7,1,0.0,0,0,0,15,1,0
7,1,0.0,0,0,0,4,5,0
7,1,0.0,0,0,0,16,1,1
18,1,0.0,0,0,0,9,1,1
28,1,0.0,0,0,0,8,4,0
14,1,0.0,0,0,0,5,4,1
14,1,0.0,0,0,0,14,5,1
7,1,0.0,0,0,0,10,2,0
21,1,0.0,0,0,0,19,3,0
14,1,0.0,0,0,0,6,2,0
16,1,0.0,0,0,0,9,4,1
21,1,0.0,0,0,0,15,1,0
7,1,0.0,0,0,0,19,4,1
16,2,0.52,5,1,0,22,8,1
7,1,0.0,0,0,0,12,1,0
13,1,0.0,0,0,0,18,5,0
28,1,0.0,0,0,0,19,5,0
28,1,0.0,0,0,0,3,1,0
13,1,0.0,0,0,0,1,1,1
15,1,0.0,0,0,0,9,2,1
13,1,0.0,0,0,0,2,5,0
25,3,1.0,5,1,0,21,10,1
13,1,0.0,0,0,0,5,3,0
13,1,0.0,0,0,0,2,5,0
7,1,0.0,0,0,0,4,1,1
7,1,0.0,0,0,0,9,3,1
7,1,0.0,0,0,0,2,1,1
18,1,0.0,0,0,0,12,3,0
13,1,0.0,0,0,0,18,1,1
16,1,0.0,0,0,0,6,3,0
7,1,0.0,0,0,0,6,3,1
18,1,0.0,0,0,0,14,5,0
13,1,0.0,0,0,0,7,1,0
28,1,0.0,0,0,0,16,4,0
7,1,0.0,0,0,0,14,3,0
15,1,0.0,0,0,0,13,3,1
7,1,0.0,0,0,0,1,3,1
14,1,0.0,0,0,0,19,4,1
13,1,0.0,0,0,0,8,1,0
21,1,0.0,0,0,0,17,5,1
7,1,0.0,0,0,0,14,1,0
18,1,0.0,0,0,0,2,5,0
28,1,0.0,0,0,0,12,3,1
21,1,0.0,0,0,0,4,4,1
28,1,0.0,0,0,0,8,4,1
28,1,0.0,0,0,0,10,3,1
16,1,0.0,0,0,0,7,1,0
21,1,0.0,0,0,0,10,1,1
15,1,0.0,0,0,0,14,1,1
15,1,0.0,0,0,0,2,3,0
13,1,0.0,0,0,0,19,4,0
13,1,0.0,0,0,0,7,1,1
13,1,0.0,0,0,0,12,4,1
21,1,0.0,0,0,0,3,5,1
13,1,0.0,0,0,0,17,4,0
13,1,0.0,0,0,0,9,1,1
28,1,0.0,0,0,0,8,3,0
7,1,0.0,0,0,0,2,2,1
13,1,0.0,0,0,0,16,2,0
13,1,0.0,0,0,0,11,3,1
28,1,0.0,0,0,0,5,3,0
13,1,0.0,0,0,0,10,1,0
18,1,0.0,0,0,0,2,2,0
13,1,0.0,0,0,0,4,5,0
18,1,0.0,0,0,0,8,3,0
13,1,0.0,0,0,0,1,2,0
28,1,0.0,0,0,0,1,4,1
13,1,0.0,0,0,0,11,1,1
7,1,0.0,0,0,0,7,1,1
16,1,0.0,0,0,0,4,4,0
15,1,0.0,0,0,0,4,3,0
21,1,0.0,0,0,0,20,4,1
15,1,0.0,0,0,0,20,4,1
21,1,0.0,0,0,0,11,3,0
28,1,0.0,0,0,0,19,2,1
18,1,0.0,0,0,0,14,3,0
18,1,0.0,0,0,0,6,4,0
28,1,0.0,0,0,0,7,4,1
7,1,0.0,0,0,0,18,3,1
15,1,0.0,0,0,0,19,2,1
21,1,0.0,0,0,0,17,2,1
15,1,0.0,0,0,0,9,3,1
16,1,0.0,0,0,0,2,2,0
16,1,0.0,0,0,0,8,3,0
7,1,0.0,0,0,0,17,1,1
28,1,0.0,0,0,0,8,5,1
28,1,0.0,0,0,0,10,4,1
13,1,0.0,0,0,0,11,4,1
21,1,0.0,0,0,0,16,4,1
7,1,0.0,0,0,0,9,5,1
18,1,0.0,0,0,0,8,3,0
14,1,0.0,0,0,0,15,4,1
21,1,0.0,0,0,0,14,4,0
14,1,0.0,0,0,0,7,2,1
16,1,0.0,0,0,0,19,4,0
18,1,0.0,0,0,0,10,4,0
28,1,0.0,0,0,0,4,4,0
13,1,0.0,0,0,0,10,5,0
18,1,0.0,0,0,0,19,5,0
18,1,0.0,0,0,0,2,4,0
13,1,0.0,0,0,0,13,5,0
7,1,0.0,0,0,0,2,5,1
13,1,0.0,0,0,0,18,1,1
21,1,0.0,0,0,0,13,3,0
28,1,0.0,0,0,0,15,4,0
28,1,0.0,0,0,0,4,1,1
14,1,0.0,0,0,0,15,4,0
13,1,0.0,0,0,0,5,1,0
13,1,0.0,0,0,0,14,4,0
28,1,0.0,0,0,0,3,5,1
14,1,0.0,0,0,0,2,1,0
28,1,0.0,0,0,0,19,1,1
28,1,0.0,0,0,0,6,2,0
21,1,0.0,0,0,0,10,5,1
18,1,0.0,0,0,0,17,5,0
14,1,0.0,0,0,0,18,4,0
18,1,0.0,0,0,0,5,1,0
14,1,0.0,0,0,0,18,5,0
7,1,0.0,0,0,0,13,2,1
13,1,0.0,0,0,0,15,4,0
16,1,0.0,0,0,0,9,4,1
16,1,0.0,0,0,0,17,4,0
7,1,0.0,0,0,0,16,5,0
21,1,0.0,0,0,0,15,1,1
7,1,0.0,0,0,0,15,2,1
16,1,0.0,0,0,0,6,3,1
28,1,0.0,0,0,0,7,4,1
14,1,0.0,0,0,0,8,1,1
14,1,0.0,0,0,0,4,2,0
28,1,0.0,0,0,0,3,5,0
28,1,0.0,0,0,0,4,2,1
15,1,0.0,0,0,0,14,1,1
28,1,0.0,0,0,0,1,1,0
15,1,0.0,0,0,0,5,1,1
28,1,0.0,0,0,0,11,5,1
7,1,0.0,0,0,0,11,4,1
4,1,0.7,5,1,1,14,8,1
13,1,0.0,0,0,0,14,3,0
16,1,0.0,0,0,0,1,3,1
13,1,0.0,0,0,0,13,3,0
7,1,0.0,0,0,0,11,4,1
15,1,0.0,0,0,0,15,1,1
15,1,0.0,0,0,0,18,4,1
28,1,0.0,0,0,0,18,5,1
18,1,0.0,0,0,0,17,1,0
21,1,0.0,0,0,0,18,3,1
28,1,0.0,0,0,0,15,1,1
13,1,0.0,0,0,0,2,5,0
28,1,0.0,0,0,0,4,1,1
14,1,0.0,0,0,0,3,3,1
15,1,0.0,0,0,0,9,1,1
28,1,0.0,0,0,0,14,3,1
28,1,0.0,0,0,0,6,1,1
13,1,0.0,0,0,0,18,3,0
13,1,0.0,0,0,0,20,4,0
13,1,0.0,0,0,0,8,1,1
15,1,0.0,0,0,0,10,2,0
28,1,0.0,0,0,0,20,4,0
28,1,0.0,0,0,0,20,2,0
13,1,0.0,0,0,0,11,2,0
18,1,0.0,0,0,0,8,3,0
28,1,0.0,0,0,0,18,2,1
7,1,0.0,0,0,0,10,5,0
21,1,0.0,0,0,0,2,2,0
13,1,0.0,0,0,0,11,5,0
15,1,0.0,0,0,0,11,4,0
16,1,0.0,0,0,0,3,2,0
15,1,0.0,0,0,0,2,3,0
21,1,0.0,0,0,0,11,2,0
15,1,0.0,0,0,0,6,5,1
15,1,0.0,0,0,0,9,5,0
18,1,0.0,0,0,0,16,4,1
16,1,0.0,0,0,0,19,2,0
28,1,0.0,0,0,0,2,1,0
14,1,0.0,0,0,0,10,4,0
21,1,0.0,0,0,0,5,2,1
18,1,0.0,0,0,0,14,2,0
21,1,0.0,0,0,0,4,1,0
21,1,0.0,0,0,0,15,1,1
21,1,0.0,0,0,0,9,2,0
13,1,0.0,0,0,0,12,5,1
7,1,0.0,0,0,0,16,5,0
28,1,0.0,0,0,0,6,5,1
16,1,0.0,0,0,0,8,2,0
15,1,0.0,0,0,0,20,5,0
13,1,0.0,0,0,0,11,2,0
28,1,0.0,0,0,0,8,3,1
7,1,0.0,0,0,0,3,2,1
15,1,0.0,0,0,0,1,5,1
16,1,0.0,0,0,0,13,1,1
7,1,0.0,0,0,0,2,3,1
7,1,0.0,0,0,0,4,3,0
28,1,0.0,0,0,0,15,1,1
13,1,0.0,0,0,0,16,3,1
13,1,0.0,0,0,0,19,1,0
13,1,0.0,0,0,0,2,5,0
21,1,0.0,0,0,0,18,1,1
7,1,0.0,0,0,0,15,5,1
7,1,0.0,0,0,0,13,2,0
13,1,0.0,0,0,0,9,4,0
28,1,0.0,0,0,0,4,5,1
15,1,0.0,0,0,0,12,3,0
15,1,0.0,0,0,0,15,2,1
28,1,0.0,0,0,0,9,4,0
13,1,0.0,0,0,0,17,2,0
16,1,0.0,0,0,0,9,5,0
15,1,0.0,0,0,0,2,2,1
13,1,0.0,0,0,0,4,2,1
18,1,0.0,0,0,0,19,3,0
16,1,0.0,0,0,0,9,4,0
15,1,0.0,0,0,0,20,4,1
7,1,0.0,0,0,0,19,1,1
7,1,0.0,0,0,0,12,2,1
4,1,0.6,5,1,1,15,8,1
16,1,0.0,0,0,0,15,4,1
15,1,0.0,0,0,0,3,4,0
15,1,0.0,0,0,0,12,2,1
28,1,0.0,0,0,0,6,5,1
7,1,0.0,0,0,0,15,5,0
15,1,0.0,0,0,0,1,2,1
13,1,0.0,0,0,0,12,1,1
13,1,0.0,0,0,0,9,3,0
13,1,0.0,0,0,0,16,3,0
13,1,0.0,0,0,0,3,3,0
16,1,0.0,0,0,0,1,2,0
13,1,0.0,0,0,0,11,2,0
7,1,0.0,0,0,0,13,1,1
13,1,0.0,0,0,0,4,5,1
13,1,0.0,0,0,0,3,2,1
18,1,0.0,0,0,0,8,2,0
